b0001,https://alphafold.ebi.ac.uk/files/AF-P0AD86-F1-model_v4.pdb
b0002,https://files.rcsb.org/download/6MX1.pdb
b0003,https://alphafold.ebi.ac.uk/files/AF-P00547-F1-model_v4.pdb
b0004,https://files.rcsb.org/download/1VB3.pdb
b0005,https://alphafold.ebi.ac.uk/files/AF-P75616-F1-model_v4.pdb
b0006,https://files.rcsb.org/download/5CAJ.pdb
b0007,https://alphafold.ebi.ac.uk/files/AF-P30143-F1-model_v4.pdb
b0008,https://files.rcsb.org/download/1I2Q.pdb
b0009,https://files.rcsb.org/download/1DI6.pdb
b0010,https://files.rcsb.org/download/5ZUG.pdb
b0011,https://alphafold.ebi.ac.uk/files/AF-P75617-F1-model_v4.pdb
b0013,https://alphafold.ebi.ac.uk/files/AF-P28696-F1-model_v4.pdb
b0014,https://files.rcsb.org/download/4JNF.pdb
b0015,https://files.rcsb.org/download/1XBL.pdb
b0016,https://alphafold.ebi.ac.uk/files/AF-P0CF91-F1-model_v4.pdb
b0018,https://alphafold.ebi.ac.uk/files/AF-P33236-F1-model_v4.pdb
b0019,https://files.rcsb.org/download/3FI1.pdb
b0020,https://alphafold.ebi.ac.uk/files/AF-P0A9G2-F1-model_v4.pdb
b0021,https://alphafold.ebi.ac.uk/files/AF-P0CF25-F1-model_v4.pdb
b0022,https://alphafold.ebi.ac.uk/files/AF-P0CF07-F1-model_v4.pdb
b0023,https://files.rcsb.org/download/5UZ4.pdb
b0024,https://alphafold.ebi.ac.uk/files/AF-P75620-F1-model_v4.pdb
b0025,https://alphafold.ebi.ac.uk/files/AF-P0AG40-F1-model_v4.pdb
b0026,https://alphafold.ebi.ac.uk/files/AF-P00956-F1-model_v4.pdb
b0027,https://alphafold.ebi.ac.uk/files/AF-P00804-F1-model_v4.pdb
b0028,https://files.rcsb.org/download/4DT4.pdb
b0029,https://files.rcsb.org/download/4EB3.pdb
b0030,https://alphafold.ebi.ac.uk/files/AF-P22564-F1-model_v4.pdb
b0031,https://files.rcsb.org/download/1DRU.pdb
b0032,https://files.rcsb.org/download/1CS0.pdb
b0033,https://files.rcsb.org/download/1CS0.pdb
b0034,https://alphafold.ebi.ac.uk/files/AF-P0AE58-F1-model_v4.pdb
b0035,https://alphafold.ebi.ac.uk/files/AF-P39206-F1-model_v4.pdb
b0036,https://alphafold.ebi.ac.uk/files/AF-P31551-F1-model_v4.pdb
b0037,https://alphafold.ebi.ac.uk/files/AF-P31552-F1-model_v4.pdb
b0038,https://files.rcsb.org/download/1XVV.pdb
b0039,https://alphafold.ebi.ac.uk/files/AF-P60584-F1-model_v4.pdb
b0040,https://files.rcsb.org/download/2WSX.pdb
b0041,https://alphafold.ebi.ac.uk/files/AF-P60566-F1-model_v4.pdb
b0042,https://alphafold.ebi.ac.uk/files/AF-P31574-F1-model_v4.pdb
b0043,https://alphafold.ebi.ac.uk/files/AF-P68644-F1-model_v4.pdb
b0044,https://alphafold.ebi.ac.uk/files/AF-P68646-F1-model_v4.pdb
b0045,https://alphafold.ebi.ac.uk/files/AF-P31679-F1-model_v4.pdb
b0046,https://files.rcsb.org/download/3L9W.pdb
b0047,https://files.rcsb.org/download/3L9W.pdb
b0048,https://files.rcsb.org/download/4X5F.pdb
b0049,https://alphafold.ebi.ac.uk/files/AF-P05637-F1-model_v4.pdb
b0050,https://alphafold.ebi.ac.uk/files/AF-P62672-F1-model_v4.pdb
b0051,https://files.rcsb.org/download/3TPZ.pdb
b0052,https://files.rcsb.org/download/1PTM.pdb
b0053,https://files.rcsb.org/download/2PV1.pdb
b0054,https://files.rcsb.org/download/4RHB.pdb
b0055,https://alphafold.ebi.ac.uk/files/AF-P31680-F1-model_v4.pdb
b0058,https://files.rcsb.org/download/2I82.pdb
b0059,https://files.rcsb.org/download/4S20.pdb
b0060,https://files.rcsb.org/download/3K57.pdb
b0061,https://files.rcsb.org/download/1K0W.pdb
b0062,https://files.rcsb.org/download/4F2D.pdb
b0063,https://alphafold.ebi.ac.uk/files/AF-P08204-F1-model_v4.pdb
b0064,https://files.rcsb.org/download/2ARC.pdb
b0065,https://alphafold.ebi.ac.uk/files/AF-P30149-F1-model_v4.pdb
b0066,https://alphafold.ebi.ac.uk/files/AF-P31548-F1-model_v4.pdb
b0067,https://alphafold.ebi.ac.uk/files/AF-P31549-F1-model_v4.pdb
b0068,https://files.rcsb.org/download/2QRY.pdb
b0069,https://alphafold.ebi.ac.uk/files/AF-P33595-F1-model_v4.pdb
b0070,https://alphafold.ebi.ac.uk/files/AF-P31675-F1-model_v4.pdb
b0071,https://alphafold.ebi.ac.uk/files/AF-P30126-F1-model_v4.pdb
b0072,https://alphafold.ebi.ac.uk/files/AF-P0A6A6-F1-model_v4.pdb
b0073,https://files.rcsb.org/download/1CM7.pdb
b0074,https://alphafold.ebi.ac.uk/files/AF-P09151-F1-model_v4.pdb
b0075,https://alphafold.ebi.ac.uk/files/AF-P0AD79-F1-model_v4.pdb
b0076,https://files.rcsb.org/download/6GZ1.pdb
b0077,https://alphafold.ebi.ac.uk/files/AF-P00893-F1-model_v4.pdb
b0078,https://files.rcsb.org/download/2F1F.pdb
b0080,https://files.rcsb.org/download/1UXC.pdb
b0081,https://alphafold.ebi.ac.uk/files/AF-P22186-F1-model_v4.pdb
b0082,https://files.rcsb.org/download/3TKA.pdb
b0083,https://alphafold.ebi.ac.uk/files/AF-P0AEN4-F1-model_v4.pdb
b0084,https://alphafold.ebi.ac.uk/files/AF-P0AD68-F1-model_v4.pdb
